	title	url	party	year	type	lang	doc_id	party_abbr
1088	                  Vihreän liiton Periaateohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/886	Vihreä liitto	1998	yleisohjelma	FI	VIHR_886	VIHR
1089	                  Vihreä terveyspolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/866	Vihreä liitto	1998	erityisohjelma	FI	VIHR_866	VIHR
1090	                  Vihreä tie mahdollisuuksiin - Vihreän liiton ohjelma eduskuntavaaleihin 1999                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/872	Vihreä liitto	1998	vaaliohjelma	FI	VIHR_872	VIHR
1091	                  Vihreän liiton maaseutuohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/849	Vihreä liitto	1997	erityisohjelma	FI	VIHR_849	VIHR
1092	                  Vihreiden lähivuosien tavoitteet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/865	Vihreä liitto	1997	yleisohjelma	FI	VIHR_865	VIHR
1093	                  Gröna förbundets europarlamentvalprogram - ETT GRÖNT EUROPA                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/832	Vihreä liitto	1996	vaaliohjelma	SV	VIHR_832	VIHR
1094	                  Gröna förbundets kommunalvalprogram 1996 - Kommunen där jag ville leva...                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/838	Vihreä liitto	1996	vaaliohjelma	SV	VIHR_838	VIHR
1095	                  VIHREÄ EUROOPPA - Vihreän liiton EP-vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/831	Vihreä liitto	1996	vaaliohjelma	FI	VIHR_831	VIHR
1096	                  Vihreän liiton kunnallisvaaliohjelma 1996: Kunta jossa tahtoisin elää...                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/844	Vihreä liitto	1996	vaaliohjelma	FI	VIHR_844	VIHR
1097	                  Vihreä tietoyhteiskunta-asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/867	Vihreä liitto	1996	erityisohjelma	FI	VIHR_867	VIHR
1098	                  Vihreän Liiton Puolueohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/885	Vihreä liitto	1994	yleisohjelma	FI	VIHR_885	VIHR
1099	                  Vihreän Liiton Puolueohjelma 1990                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/884	Vihreä liitto	1990	yleisohjelma	FI	VIHR_884	VIHR
1100	                  Vihreän Liiton yleisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/883	Vihreä liitto	1988	yleisohjelma	FI	VIHR_883	VIHR
1101	                  Suomen Maaseudun Puolueen Puolueohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/778	Suomen Maaseudun Puolue	1992	yleisohjelma	FI	SMP_778	SMP
1102	                  SMP:n uusittu kunnallispoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/762	Suomen Maaseudun Puolue	1988	erityisohjelma	FI	SMP_762	SMP
1103	                  SMP:n viestintäpoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/777	Suomen Maaseudun Puolue	1984	erityisohjelma	FI	SMP_777	SMP
1104	                  SMP:n metsien erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/765	Suomen Maaseudun Puolue	1983	erityisohjelma	FI	SMP_765	SMP
1105	                  SMP:n asuntopoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/753	Suomen Maaseudun Puolue	1982	erityisohjelma	FI	SMP_753	SMP
1106	                  SMP:n sotiemme veteraanien ja invalidien erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/776	Suomen Maaseudun Puolue	1982	erityisohjelma	FI	SMP_776	SMP
1107	                  SMP:n aluepoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/751	Suomen Maaseudun Puolue	1981	erityisohjelma	FI	SMP_751	SMP
1108	                  SMP:n kristillinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/758	Suomen Maaseudun Puolue	1981	erityisohjelma	FI	SMP_758	SMP
1109	                  SMP:n maatalouden erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/763	Suomen Maaseudun Puolue	1981	erityisohjelma	FI	SMP_763	SMP
1110	                  SMP:n veropoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/775	Suomen Maaseudun Puolue	1981	erityisohjelma	FI	SMP_775	SMP
1111	                  SMP:n AY-poliittinen ja työntekijöiden erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/754	Suomen Maaseudun Puolue	1980	erityisohjelma	FI	SMP_754	SMP
1112	                  SMP:n energiapoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/756	Suomen Maaseudun Puolue	1980	erityisohjelma	FI	SMP_756	SMP
1113	                  SMP:n naisten erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/767	Suomen Maaseudun Puolue	1980	erityisohjelma	FI	SMP_767	SMP
1114	                  SMP:n kunnallispoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/761	Suomen Maaseudun Puolue	1979	erityisohjelma	FI	SMP_761	SMP
1115	                  SMP:n sosiaaliturvan erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/771	Suomen Maaseudun Puolue	1979	erityisohjelma	FI	SMP_771	SMP
1116	                  SMP:n ekologinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/755	Suomen Maaseudun Puolue	1978	erityisohjelma	FI	SMP_755	SMP
1117	                  SMP:n kulttuuripoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/759	Suomen Maaseudun Puolue	1974	erityisohjelma	FI	SMP_759	SMP
1118	                  SMP:n perustuslakiemme erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/769	Suomen Maaseudun Puolue	1974	erityisohjelma	FI	SMP_769	SMP
1119	                  SMP:n yrittämisen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/779	Suomen Maaseudun Puolue	1974	erityisohjelma	FI	SMP_779	SMP
1120	                  SMP:n asuntoasioiden erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/752	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_752	SMP
1121	                  SMP:n kehitys- ja sivualueiden erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/757	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_757	SMP
1122	                  SMP:n maatilatalouden erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/764	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_764	SMP
1123	                  SMP:n metsien erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/766	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_766	SMP
1124	                  SMP:n sosiaaliturvan erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/770	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_770	SMP
1125	                  SMP:n tiedonvälityksen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/772	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_772	SMP
1126	                  SMP:n ulkopoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/773	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_773	SMP
1127	                  SMP:n veropoliittinen erityisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/774	Suomen Maaseudun Puolue	1973	erityisohjelma	FI	SMP_774	SMP
1128	                  SMP:n kunnallisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/760	Suomen Maaseudun Puolue	1967	erityisohjelma	FI	SMP_760	SMP
1129	                  Suomen Maaseudun Puolueen Puolueohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SMP/768	Suomen Maaseudun Puolue	1967	yleisohjelma	FI	SMP_768	SMP
1130	                  SKDL:n sosiaalipoliittinen asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/631	Suomen kansan demokraattinen liitto	1988	erityisohjelma	FI	SKDL_631	SKDL
1131	                  Ympäristöpoliittinen asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/637	Suomen kansan demokraattinen liitto	1988	erityisohjelma	FI	SKDL_637	SKDL
1132	                  SKDL:n maatalousohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/619	Suomen kansan demokraattinen liitto	1986	erityisohjelma	FI	SKDL_619	SKDL
1133	                  Yhteiskuntapoliittinen asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/635	Suomen kansan demokraattinen liitto	1986	erityisohjelma	FI	SKDL_635	SKDL
1134	                  SKDL:n kehitysmaapoliittinen ohjelma (luonnos)                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/606	Suomen kansan demokraattinen liitto	1983	erityisohjelma	FI	SKDL_606	SKDL
1135	                  SKDL:n kunnallispoliittinen asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/612	Suomen kansan demokraattinen liitto	1983	erityisohjelma	FI	SKDL_612	SKDL
1136	                  SKDL:n osuustoimintapolitiikan suuntaviivat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/625	Suomen kansan demokraattinen liitto	1982	erityisohjelma	FI	SKDL_625	SKDL
1137	                  Kunnallisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/611	Suomen kansan demokraattinen liitto	1980	erityisohjelma	FI	SKDL_611	SKDL
1138	                  Suomen Kansan Demokraattisen Liiton Ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/622	Suomen kansan demokraattinen liitto	1980	yleisohjelma	FI	SKDL_622	SKDL
1139	                  Luonnos SKDL:n periaateohjelmaksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/627	Suomen kansan demokraattinen liitto	1979	yleisohjelma	FI	SKDL_627	SKDL
1140	                  SKDL:n loma- ja matkailupoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/620	Suomen kansan demokraattinen liitto	1979	erityisohjelma	FI	SKDL_620	SKDL
1141	                  SKDL:n kuluttajapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/608	Suomen kansan demokraattinen liitto	1978	erityisohjelma	FI	SKDL_608	SKDL
1142	                  Lasten oikeuksien poliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/615	Suomen kansan demokraattinen liitto	1976	erityisohjelma	FI	SKDL_615	SKDL
1143	                  SKDL:n kunnallispoliittinen asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/610	Suomen kansan demokraattinen liitto	1976	erityisohjelma	FI	SKDL_610	SKDL
1144	                  SKDL:n työsuojelupoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/634	Suomen kansan demokraattinen liitto	1975	erityisohjelma	FI	SKDL_634	SKDL
1145	                  Koulutuspoliittinen ohjelma (luonnos)                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/607	Suomen kansan demokraattinen liitto	1974	erityisohjelma	FI	SKDL_607	SKDL
1146	                  SKDL:n liikennepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/616	Suomen kansan demokraattinen liitto	1974	erityisohjelma	FI	SKDL_616	SKDL
1147	                  SKDL:n poliittinen toimintaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/628	Suomen kansan demokraattinen liitto	1973	yleisohjelma	FI	SKDL_628	SKDL
1148	                  SKDL:n yleisradiopoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/636	Suomen kansan demokraattinen liitto	1972	erityisohjelma	FI	SKDL_636	SKDL
1149	                  SKDL:n tiede- ja korkeakoulupoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/633	Suomen kansan demokraattinen liitto	1971	erityisohjelma	FI	SKDL_633	SKDL
1150	                  Liikuntapoliittiset teesit                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/617	Suomen kansan demokraattinen liitto	1970	erityisohjelma	FI	SKDL_617	SKDL
1151	                  SKDL:n sosiaalipoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/630	Suomen kansan demokraattinen liitto	1970	erityisohjelma	FI	SKDL_630	SKDL
1152	                  Lantbruksprogrammet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/614	Suomen kansan demokraattinen liitto	1968	erityisohjelma	SV	SKDL_614	SKDL
1153	                  Maatalousohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/618	Suomen kansan demokraattinen liitto	1968	erityisohjelma	FI	SKDL_618	SKDL
1154	                  Demokratiska förbundet för Finlands folk: Principprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/629	Suomen kansan demokraattinen liitto	1967	yleisohjelma	SV	SKDL_629	SKDL
1155	                  Suomen Kansan Demokraattisen Liiton Periaateohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/626	Suomen kansan demokraattinen liitto	1967	yleisohjelma	FI	SKDL_626	SKDL
1156	                  Osuuskauppapolitiikan suuntaviivat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/624	Suomen kansan demokraattinen liitto	1965	erityisohjelma	FI	SKDL_624	SKDL
1157	                  Kansandemokraattien teollistamisohjelman luonnos                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/632	Suomen kansan demokraattinen liitto	1957	erityisohjelma	FI	SKDL_632	SKDL
1158	                  SKDL:n osuuskauppapolitiikan suuntaviivat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/623	Suomen kansan demokraattinen liitto	1953	erityisohjelma	FI	SKDL_623	SKDL
1159	                  Kansandemokraatit ja kunnallispolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/609	Suomen kansan demokraattinen liitto	1951	erityisohjelma	FI	SKDL_609	SKDL
1160	                  Suomen Kansan Demokraattisen Liiton Ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/621	Suomen kansan demokraattinen liitto	1949	yleisohjelma	FI	SKDL_621	SKDL
1161	                  SKDL:n kunnallistoiminnan suuntaviivat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SKDL/613	Suomen kansan demokraattinen liitto	1947	erityisohjelma	FI	SKDL_613	SKDL
1162	                  Pelasta suomalainen koulu                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1503	Perussuomalaiset	2023	erityisohjelma	FI	PS_1503	PS
1163	                  Perussuomalaisten talouspoliittinen ohjelma 2023                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1480	Perussuomalaiset	2023	erityisohjelma	FI	PS_1480	PS
1164	                  Sinivalkoinen siirtymä                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1504	Perussuomalaiset	2023	erityisohjelma	FI	PS_1504	PS
1165	                  Perussuomalaisten kriminaalipoliittinen ohjelma 2022                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1483	Perussuomalaiset	2022	erityisohjelma	FI	PS_1483	PS
1166	                  Perussuomalaisten maahanmuuttopoliittinen ohjelma 2022                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1478	Perussuomalaiset	2022	erityisohjelma	FI	PS_1478	PS
1167	                  Perussuomalaisten maaseutupoliittinen ohjelma 2022                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1497	Perussuomalaiset	2022	erityisohjelma	FI	PS_1497	PS
1168	                  Perussuomalaisten suomalaisuusohjelma 2022                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1461	Perussuomalaiset	2022	erityisohjelma	FI	PS_1461	PS
1169	                  Perussuomalaisten ulko- ja turvallisuuspoliittinen ohjelma 2022                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1477	Perussuomalaiset	2022	erityisohjelma	FI	PS_1477	PS
1170	                  Asiat tärkeysjärjestykseen -kuntavaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1411	Perussuomalaiset	2021	vaaliohjelma	FI	PS_1411	PS
1171	                  Perussuomalaisten aluevaaliohjelma 2022 - Suomalainen ensin                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1437	Perussuomalaiset	2021	vaaliohjelma	FI	PS_1437	PS
1172	                  Perussuomalainen media- ja kulttuuripolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1498	Perussuomalaiset	2020	erityisohjelma	FI	PS_1498	PS
1173	                  Äänestä Suomi takaisin - Perussuomalaisten eduskuntavaaliohjelma 2019                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1362	Perussuomalaiset	2019	vaaliohjelma	FI	PS_1362	PS
1174	                  Perussuomalainen EU-politiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1367	Perussuomalaiset	2019	vaaliohjelma	FI	PS_1367	PS
1175	                  Perussuomalainen talouspolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1479	Perussuomalaiset	2019	erityisohjelma	FI	PS_1479	PS
1176	                  Perusuomalainen maahanmuuttopolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1456	Perussuomalaiset	2019	erityisohjelma	FI	PS_1456	PS
1177	                  Periaateohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1302	Perussuomalaiset	2018	yleisohjelma	FI	PS_1302	PS
1178	                  Perussuomalainen koulutuspolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1331	Perussuomalaiset	2018	erityisohjelma	FI	PS_1331	PS
1179	                  Arjesta se alkaa - Perussuomalaisten kuntavaaliohjelma 2017                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/927	Perussuomalaiset	2017	vaaliohjelma	FI	PS_927	PS
1180	                  Det börjar i den finska arbetsdag. Sannfinländarnas kommunalvalprogram 2017                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/952	Perussuomalaiset	2017	vaaliohjelma	SV	PS_952	PS
1181	                  The Finnish Workday  is the Starting Point                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1092	Perussuomalaiset	2017	vaaliohjelma	EN	PS_1092	PS
1182	                  Perussuomalaisten eduskuntavaaliohjelma - Pääteemat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1260	Perussuomalaiset	2015	vaaliohjelma	FI	PS_1260	PS
1183	                  Perussuomalaisten kielipoliittinen ohjelma 2015                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1257	Perussuomalaiset	2015	erityisohjelma	FI	PS_1257	PS
1184	                  Perussuomalaisten koulutuspoliittinen ohjelma 2015                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/1256	Perussuomalaiset	2015	erityisohjelma	FI	PS_1256	PS
1185	                  Perussuomalaisten maahanmuuttopoliittinen ohjelma 2015                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/PS/957	Perussuomalaiset	2015	erityisohjelma	FI	PS_957	PS
