id,sent_id,form,lemma,case,deprel,sentence
264,5,ovat,olla,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
265,11,taistelemaan,taistella,"{'Case': 'Ill', 'InfForm': '3', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",conj,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
266,14,.,.,,punct,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
267,6,sekavia,sekava,"{'Case': 'Par', 'Degree': 'Pos', 'Number': 'Plur'}",root,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
268,7,ja,ja,,cc,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
269,9,tunnelma,tunnelma,"{'Case': 'Nom', 'Number': 'Sing'}",nsubj,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
270,10,joutuu,joutua,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
271,12,matkaväsymyksen,matka#väsymys,"{'Case': 'Gen', 'Number': 'Sing'}",obl,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
272,8,uudeleensyntymisen,uudeleen#syntyminen,"{'Case': 'Gen', 'Derivation': 'Minen', 'Number': 'Sing'}",nmod:poss,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
273,13,kanssa,kanssa,{'AdpType': 'Post'},case,Sellaisen matkan jälkeen tunteeni ovat sekavia ja uudeleensyntymisen tunnelma joutuu taistelemaan matkaväsymyksen kanssa.
274,1,Siitä,se,"{'Case': 'Ela', 'Number': 'Sing', 'PronType': 'Dem'}",obl,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
275,2,kaikkea,kaikki,"{'Case': 'Par', 'Number': 'Sing', 'PronType': 'Ind'}",obl,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
276,4,olen,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
277,6,vuonna,vuosi,"{'Case': 'Ess', 'Number': 'Sing'}",obl,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
278,7,ahkerasti,ahkerasti,{'Derivation': 'Sti'},advmod,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
279,9,…,…,,punct,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
280,10,Suomeen,Suomi,"{'Case': 'Ill', 'Number': 'Sing'}",obl,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
281,13,.,.,,punct,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
282,3,huolimatta,huolimatta,{'AdpType': 'Post'},case,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
283,5,viime,viime,,amod,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
284,8,matkustanut,matkustaa,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}",root,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
285,11,",",",",,punct,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
286,12,tietysti,tietysti,{'Derivation': 'Sti'},advmod,"Siitä kaikkea huolimatta olen viime vuonna ahkerasti matkustanut … Suomeen, tietysti."
287,1,Jos,jos,,mark,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
288,3,kokonaan,kokonaan,,advmod,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
289,10,saastattelijoita,saastattelija,"{'Case': 'Par', 'Derivation': 'Ja', 'Number': 'Plur'}",ccomp,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
290,2,unohdan,unohtaa,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",advcl,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
291,13,ostamaan,ostaa,"{'Case': 'Ill', 'InfForm': '3', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",xcomp,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
292,17,pitän,pitää,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",conj,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
293,30,alkaa,alkaa,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",parataxis,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
294,31,.,.,,punct,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
295,4,",",",",,punct,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
296,5,että,että,,mark,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
297,6,risteilijätkin,risteilijä,"{'Case': 'Nom', 'Clitic': 'Kin', 'Number': 'Plur'}",nsubj:cop,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
298,7,ovat,olla,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
299,9,näkökulmasta,näkö#kulma,"{'Case': 'Ela', 'Number': 'Sing'}",obl,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
300,11,;,;,,punct,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
301,8,ilmaston,ilmasto,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
302,12,onnistun,onnistua,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",root,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
303,14,halvan,halpa,"{'Case': 'Gen', 'Degree': 'Pos', 'Number': 'Sing'}",amod,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
304,15,laivalipun,laiva#lippu,"{'Case': 'Gen', 'Number': 'Sing'}",obj,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
305,16,ja,ja,,cc,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
306,18,mielessäni,mieli,"{'Case': 'Ine', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '1'}",obl,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
307,26,näkemättä,nähdä,"{'Case': 'Abe', 'InfForm': '3', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",ccomp,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
308,19,",",",",,punct,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
309,22,hyvää,hyvä,"{'Case': 'Par', 'Degree': 'Pos', 'Number': 'Sing'}",obj,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
310,23,Suomessa,Suomi,"{'Case': 'Ine', 'Number': 'Sing'}",obl,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
311,24,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
312,25,vielä,vielä,,advmod,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
313,20,että,että,,mark,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
314,27,;,;,,punct,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
315,21,paljon,paljon,,advmod,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
316,28,seikkailuni,seikkailu,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '1'}",nsubj,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
317,29,voi,voida,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Jos unohdan kokonaan, että risteilijätkin ovat ilmaston näkökulmasta saastattelijoita; onnistun ostamaan halvan laivalipun ja pitän mielessäni, että paljon hyvää Suomessa on vielä näkemättä; seikkailuni voi alkaa."
