id,sent_id,form,lemma,case,deprel,sentence
93,17,",",",",,punct,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
94,19,ratkaisun,ratkaisu,"{'Case': 'Gen', 'Derivation': 'U', 'Number': 'Sing'}",obj,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
95,20,terveydelliselle,terveydellinen,"{'Case': 'All', 'Degree': 'Pos', 'Derivation': 'Llinen', 'Number': 'Sing'}",obl,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
96,21,tai,tai,,cc,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
97,22,jollekin,jokin,"{'Case': 'All', 'Number': 'Sing', 'PronType': 'Ind'}",det,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
98,23,muulle,muu,"{'Case': 'All', 'Number': 'Sing', 'PronType': 'Ind'}",det,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
99,24,ongelmalle,ongelma,"{'Case': 'All', 'Number': 'Sing'}",conj,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
100,1,Nykyään,nykyään,,advmod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
101,6,mennään,mennä,"{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}",ccomp,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
102,27,.,.,,punct,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
103,2,tuntuu,tuntua,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '0', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",root,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
104,3,",",",",,punct,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
105,4,että,että,,mark,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
106,5,pyhiinvaellukseen,pyhiin#vaellus,"{'Case': 'Ill', 'Number': 'Sing'}",obl,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
107,8,kiinnostuksesta,kiinnostus,"{'Case': 'Ela', 'Number': 'Sing'}",obl,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
108,22,löytää,löytää,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",conj,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
109,7,pääasiallisesti,pää#asiallisesti,{'Derivation': 'Sti'},advmod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
110,10,maihin,maa,"{'Case': 'Ill', 'Number': 'Plur'}",nmod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
111,9,muihin,muu,"{'Case': 'Ill', 'Number': 'Plur', 'PronType': 'Ind'}",det,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
112,12,halusta,halu,"{'Case': 'Ela', 'Derivation': 'U', 'Number': 'Sing'}",conj,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
113,11,ja,ja,,cc,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
114,13,koetella,koetella,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",acl,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
115,14,omien,oma,"{'Case': 'Gen', 'Degree': 'Pos', 'Number': 'Plur'}",amod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
116,17,voimien,voima,"{'Case': 'Gen', 'Number': 'Plur'}",conj,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
117,15,kykyjen,kyky,"{'Case': 'Gen', 'Number': 'Plur'}",nmod:poss,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
118,16,ja,ja,,cc,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
119,18,rajoja,raja,"{'Case': 'Par', 'Number': 'Plur'}",obj,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
120,19,",",",",,punct,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
121,20,mutta,mutta,,cc,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
122,21,myös,myös,,advmod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
123,23,ratkaisu,ratkaisu,"{'Case': 'Nom', 'Derivation': 'U', 'Number': 'Sing'}",obj,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
124,24,kysymyksille,kysymys,"{'Case': 'All', 'Number': 'Plur'}",nmod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
125,26,elämäntilanteesta,elämä#tilanne,"{'Case': 'Ela', 'Number': 'Sing'}",nmod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
126,25,henkilökohtaisesta,henkilö#kohtainen,"{'Case': 'Ela', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Sing'}",amod,"Nykyään tuntuu, että pyhiinvaellukseen mennään pääasiallisesti kiinnostuksesta muihin maihin ja halusta koetella omien kykyjen ja voimien rajoja, mutta myös löytää ratkaisu kysymyksille henkilökohtaisesta elämäntilanteesta."
127,1,Rukoileminen,rukoileminen,"{'Case': 'Nom', 'Derivation': 'Minen', 'Number': 'Sing'}",nsubj:cop,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
128,2,ei,ei,"{'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
129,3,ole,olla,"{'Connegative': 'Yes', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin'}",cop,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
130,4,enää,enää,,advmod,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
131,6,vaelluksen,vaellus,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
132,7,pääasiallinen,pää#asiallinen,"{'Case': 'Nom', 'Degree': 'Pos', 'Derivation': 'Llinen', 'Number': 'Sing'}",amod,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
133,9,.,.,,punct,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
134,5,sellaisen,sellainen,"{'Case': 'Gen', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Sing'}",amod,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
135,8,toimi,toimi,"{'Case': 'Nom', 'Number': 'Sing'}",root,Rukoileminen ei ole enää sellaisen vaelluksen pääasiallinen toimi.
136,1,Klassinen,klassinen,"{'Case': 'Nom', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Sing'}",amod,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
137,2,pyhiinvaellus,pyhiin#vaellus,"{'Case': 'Nom', 'Number': 'Sing'}",nsubj:cop,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
138,3,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
139,4,toimintana,toiminta,"{'Case': 'Ess', 'Number': 'Sing'}",obl,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
140,5,varsin,varsin,,advmod,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
141,11,liikkuminen,liikkuminen,"{'Case': 'Nom', 'Derivation': 'Minen', 'Number': 'Sing'}",advcl,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
142,18,.,.,,punct,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
143,6,kehollinen,kehollinen,"{'Case': 'Nom', 'Degree': 'Pos', 'Derivation': 'Llinen', 'Number': 'Sing'}",root,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
144,7,",",",",,punct,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
145,8,kun,kun,,mark,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
146,9,luvattu,luvata,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",nsubj:cop,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
147,10,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
148,13,jaloin,jalka,"{'Case': 'Ins', 'Number': 'Plur'}",nmod,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
149,12,omin,oma,"{'Case': 'Ins', 'Degree': 'Pos', 'Number': 'Plur'}",amod,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
150,15,polkupyörällä,polku#pyörä,"{'Case': 'Ade', 'Number': 'Sing'}",conj,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
151,17,hevosella,hevonen,"{'Case': 'Ade', 'Number': 'Sing'}",conj,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
152,14,",",",",,punct,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
153,16,tai,tai,,cc,"Klassinen pyhiinvaellus on toimintana varsin kehollinen, kun luvattu on liikkuminen omin jaloin, polkupyörällä tai hevosella."
154,1,Yhdeltä,yksi,"{'Case': 'Abl', 'Number': 'Sing', 'PronType': 'Ind'}",det,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
155,2,puolelta,puoli,"{'Case': 'Abl', 'Number': 'Sing'}",obl,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
156,3,se,se,"{'Case': 'Nom', 'Number': 'Sing', 'PronType': 'Dem'}",nsubj:cop,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
157,4,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
158,8,antaa,antaa,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",conj,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
159,28,.,.,,punct,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
160,5,hidas,hidas,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Sing'}",root,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
161,6,",",",",,punct,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
162,7,toisaalta,toisaalta,,advmod,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
163,9,oikeastaan,oikeastaan,,advmod,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
164,12,hitaus,hitaus,"{'Case': 'Nom', 'Number': 'Sing'}",nsubj,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
165,10,juuri,juuri,,advmod,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
166,11,se,se,"{'Case': 'Nom', 'Number': 'Sing', 'PronType': 'Dem'}",det,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
167,13,mahdollisuuden,mahdollisuus,"{'Case': 'Gen', 'Derivation': 'Llinen,Vs', 'Number': 'Sing'}",nmod,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
168,14,tutustua,tutustua,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",acl,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
169,15,uusiin,uusi,"{'Case': 'Ill', 'Degree': 'Pos', 'Number': 'Plur'}",amod,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
170,18,paikkoihin,paikka,"{'Case': 'Ill', 'Number': 'Plur'}",conj,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
171,16,ihmisiin,ihminen,"{'Case': 'Ill', 'Number': 'Plur'}",obl,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
172,19,tavalla,tapa,"{'Case': 'Ade', 'Number': 'Sing'}",obl,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
173,17,ja,ja,,cc,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
174,20,",",",",,punct,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
175,21,mikä,mikä,"{'Case': 'Nom', 'Number': 'Sing', 'PronType': 'Rel'}",nsubj:cop,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
176,25,ikkunasta,ikkuna,"{'Case': 'Ela', 'Number': 'Sing'}",obl,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
177,26,olisi,olla,"{'Mood': 'Cnd', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
178,22,auton,auto,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
179,23,tai,tai,,cc,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
180,24,lentokoneen,lento#kone,"{'Case': 'Gen', 'Number': 'Sing'}",conj,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
181,27,mahdoton,mahdoton,"{'Case': 'Nom', 'Degree': 'Pos', 'Derivation': 'Ton', 'Number': 'Sing'}",acl:relcl,"Yhdeltä puolelta se on hidas, toisaalta antaa oikeastaan juuri se hitaus mahdollisuuden tutustua uusiin ihmisiin ja paikkoihin tavalla, mikä auton tai lentokoneen ikkunasta olisi mahdoton."
182,1,Yhtaikaa,yhtaikaa,,nsubj:cop,Yhtaikaa ovat sellaiset liikkumiskeino ympäristöystävälliset.
183,2,ovat,olla,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,Yhtaikaa ovat sellaiset liikkumiskeino ympäristöystävälliset.
184,4,liikkumiskeino,liikkua#keino,"{'Case': 'Nom', 'Number': 'Sing'}",nsubj:cop,Yhtaikaa ovat sellaiset liikkumiskeino ympäristöystävälliset.
185,6,.,.,,punct,Yhtaikaa ovat sellaiset liikkumiskeino ympäristöystävälliset.
186,3,sellaiset,sellainen,"{'Case': 'Nom', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Plur'}",amod,Yhtaikaa ovat sellaiset liikkumiskeino ympäristöystävälliset.
187,5,ympäristöystävälliset,ympäristö#ystävällinen,"{'Case': 'Nom', 'Degree': 'Pos', 'Derivation': 'Llinen', 'Number': 'Plur'}",root,Yhtaikaa ovat sellaiset liikkumiskeino ympäristöystävälliset.
188,1,Sivuseikkana,sivu#seikka,"{'Case': 'Ess', 'Number': 'Sing'}",obl,"Sivuseikkana saisi pohtia, millaisia ehdotuksia ilmaston pelastamiseksi tulisi kaiken maailman ilmastokokouksilta, joissa sananvuoroa annettaisiin vain sellaisille osallistujille, jotka ovat tulleet paikalle kävellen, hevosella tai vaikka purjeveneellä."
189,9,tulisi,tulla,"{'Mood': 'Cnd', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act'}",ccomp,"Sivuseikkana saisi pohtia, millaisia ehdotuksia ilmaston pelastamiseksi tulisi kaiken maailman ilmastokokouksilta, joissa sananvuoroa annettaisiin vain sellaisille osallistujille, jotka ovat tulleet paikalle kävellen, hevosella tai vaikka purjeveneellä."
190,2,saisi,saada,"{'Mood': 'Cnd', 'Number': 'Sing', 'Person': '0', 'VerbForm': 'Fin', 'Voice': 'Act'}",root,"Sivuseikkana saisi pohtia, millaisia ehdotuksia ilmaston pelastamiseksi tulisi kaiken maailman ilmastokokouksilta, joissa sananvuoroa annettaisiin vain sellaisille osallistujille, jotka ovat tulleet paikalle kävellen, hevosella tai vaikka purjeveneellä."
191,3,pohtia,pohtia,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",xcomp,"Sivuseikkana saisi pohtia, millaisia ehdotuksia ilmaston pelastamiseksi tulisi kaiken maailman ilmastokokouksilta, joissa sananvuoroa annettaisiin vain sellaisille osallistujille, jotka ovat tulleet paikalle kävellen, hevosella tai vaikka purjeveneellä."
192,31,.,.,,punct,"Sivuseikkana saisi pohtia, millaisia ehdotuksia ilmaston pelastamiseksi tulisi kaiken maailman ilmastokokouksilta, joissa sananvuoroa annettaisiin vain sellaisille osallistujille, jotka ovat tulleet paikalle kävellen, hevosella tai vaikka purjeveneellä."
193,4,",",",",,punct,"Sivuseikkana saisi pohtia, millaisia ehdotuksia ilmaston pelastamiseksi tulisi kaiken maailman ilmastokokouksilta, joissa sananvuoroa annettaisiin vain sellaisille osallistujille, jotka ovat tulleet paikalle kävellen, hevosella tai vaikka purjeveneellä."
