id,sent_id,form,lemma,case,deprel,sentence
44,12,baptistiherra,baptis#tiherra,"{'Case': 'Nom', 'Number': 'Sing'}",root,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
45,13,",",",",,punct,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
46,14,oli,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
47,15,pari,pari,"{'Case': 'Nom', 'Number': 'Sing', 'NumType': 'Card'}",nummod,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
48,16,seikkailunhimoista,seikkailu#himoinen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Sing'}",amod,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
49,22,saanutkaan,saada,"{'Case': 'Nom', 'Clitic': 'Kaan', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}",acl:relcl,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
50,18,",",",",,punct,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
51,20,kohdalla,kohta,"{'Case': 'Ade', 'Number': 'Sing'}",obl,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
52,21,en,ei,"{'Number': 'Sing', 'Person': '1', 'Polarity': 'Neg', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
53,23,selvää,selvä,"{'Case': 'Par', 'Degree': 'Pos', 'Number': 'Sing'}",xcomp,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
54,26,alusta,alku,"{'Case': 'Ela', 'Derivation': 'U', 'Number': 'Sing'}",obl,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
55,32,osasivat,osata,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",advcl,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
56,19,joiden,joka,"{'Case': 'Gen', 'Number': 'Plur', 'PronType': 'Rel'}",nmod:poss,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
57,24,heidän,hän,"{'Case': 'Gen', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}",nmod:gsubj,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
58,25,vaelluksen,vaellus,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
59,28,päämäärästä,pää#määrä,"{'Case': 'Ela', 'Number': 'Sing'}",conj,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
60,27,eikä,ei,"{'Clitic': 'Ka', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'VerbForm': 'Fin', 'Voice': 'Act'}",cc,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
61,29,",",",",,punct,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
62,30,kun,kun,,mark,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
63,31,he,hän,"{'Case': 'Nom', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}",nsubj,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
64,35,sanaa,sana,"{'Case': 'Par', 'Number': 'Sing'}",obj,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
65,36,englantia,englanti,"{'Case': 'Par', 'Number': 'Sing'}",obj,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
66,33,vain,vain,,advmod,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
67,34,pari,pari,"{'Case': 'Nom', 'Number': 'Sing', 'NumType': 'Card'}",nummod,"Oli tosi hurskaita katolilaisia Puolasta ja Espanjasta, oli yhdysvaltalainen iäkäs baptistiherra, oli pari seikkailunhimoista nuorukaista, joiden kohdalla en saanutkaan selvää heidän vaelluksen alusta eikä päämäärästä, kun he osasivat vain pari sanaa englantia."
68,1,Modernin,moderni,"{'Case': 'Gen', 'Degree': 'Pos', 'Number': 'Sing'}",amod,Modernin matkailun juuret ovat keskiaikaisissa pyhiinvaelluksissa.
69,2,matkailun,matkailu,"{'Case': 'Gen', 'Derivation': 'U', 'Number': 'Sing'}",nmod:poss,Modernin matkailun juuret ovat keskiaikaisissa pyhiinvaelluksissa.
70,3,juuret,juuri,"{'Case': 'Nom', 'Number': 'Plur'}",nsubj:cop,Modernin matkailun juuret ovat keskiaikaisissa pyhiinvaelluksissa.
71,4,ovat,olla,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,Modernin matkailun juuret ovat keskiaikaisissa pyhiinvaelluksissa.
72,5,keskiaikaisissa,keski#aikainen,"{'Case': 'Ine', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Plur'}",amod,Modernin matkailun juuret ovat keskiaikaisissa pyhiinvaelluksissa.
73,7,.,.,,punct,Modernin matkailun juuret ovat keskiaikaisissa pyhiinvaelluksissa.
74,6,pyhiinvaelluksissa,pyhiin#vaellus,"{'Case': 'Ine', 'Number': 'Plur'}",root,Modernin matkailun juuret ovat keskiaikaisissa pyhiinvaelluksissa.
75,1,Tuolloin,tuolloin,,advmod,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
76,2,saattoi,saattaa,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
77,3,matkalle,matka,"{'Case': 'All', 'Number': 'Sing'}",obl,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
78,4,lähdön,lähtö,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
79,6,olla,olla,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",cop,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
80,10,hyvittäminen,hyvittäminen,"{'Case': 'Nom', 'Derivation': 'Minen', 'Number': 'Sing'}",nsubj:cop,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
81,25,.,.,,punct,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
82,5,syynä,syy,"{'Case': 'Ess', 'Number': 'Sing'}",root,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
83,7,ripissä,rippi,"{'Case': 'Ine', 'Number': 'Sing'}",obl,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
84,8,määrättyjen,määrätä,"{'Case': 'Gen', 'Degree': 'Pos', 'Number': 'Plur', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",acl,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
85,9,synninrangaistusten,synni#rangaistus,"{'Case': 'Gen', 'Number': 'Plur'}",nmod:gobj,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
86,14,rukoileminen,rukoileminen,"{'Case': 'Nom', 'Derivation': 'Minen', 'Number': 'Sing'}",conj,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
87,11,",",",",,punct,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
88,12,mutta,mutta,,cc,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
89,13,myös,myös,,advmod,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
90,16,haudalla,hauta,"{'Case': 'Ade', 'Number': 'Sing'}",nmod,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
91,18,löytääkseen,löytää,"{'Case': 'Tra', 'InfForm': '1', 'Number': 'Sing', 'Person[psor]': '3', 'VerbForm': 'Inf', 'Voice': 'Act'}",advcl,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
92,15,pyhimyksen,pyhimys,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Tuolloin saattoi matkalle lähdön syynä olla ripissä määrättyjen synninrangaistusten hyvittäminen, mutta myös rukoileminen pyhimyksen haudalla, löytääkseen ratkaisun terveydelliselle tai jollekin muulle ongelmalle."
